id,label,tweet
7713,-1,"b'#ElectionsWithMC | Sacked Border Security Force jawan, Tej Bahadur Yadav spoke to @moneycontrolcom about why he bel\xe2\x80\xa6 https://t.co/3avZw8Gyul'"
7714,-1,"b'January 9, 2016: Cattle smugglers kill a BSF constable in West Bengal\n\nJune 1, 2016: A 16-year-old girl was shot de\xe2\x80\xa6 https://t.co/ktuAZ7l2zZ'"
7715,-1,b'@Wajahatfarooqbt @priyaakulkarni2 @atahasnain53 @amritabhinder @imranrezaansari @owais_ias @BDUTT @shahfaesal\xe2\x80\xa6 https://t.co/JIMSSTPIEt'
7716,0,b'@rajiinder @ETDefence @BSF_India Hope u doing good. Nirav modi behind the bars. Thought would let u know.'
7717,0,"b'If #Article370 was so much helpful in ""making kashmiris feel safe in India"", shouldn\'t Pak gov be celebrating it\'s\xe2\x80\xa6 https://t.co/8fIBkamqbD'"
7718,0,b'All indian kashmiris celebrate at London after demolish Article 370\nThis is the proud movement for all Bharatiya \nA\xe2\x80\xa6 https://t.co/7Thopoq0b6'
7719,1,b'Still earlier Govts could not gather courage to go ahead with abrogation of Article 370. This  is why this long awa\xe2\x80\xa6 https://t.co/NBQb4H3Zzs'
7720,-1,"b'""Let no one say we have not been warned.""\n\nhttps://t.co/JCdeELUDcS'"
7721,-1,b'Article 370: Russia backs India on Kashmir https://t.co/iVb4s98Jbs https://t.co/nOOB5YpLLB'
7722,-1,"b'Over 500 people arrested since Sunday and on Friday, about 10,000 people came out to protest in Srinagar. These are\xe2\x80\xa6 https://t.co/TyYkgxxGgj'"
7723,-1,"b'""Slap on face of those who sought Kashmir resolution under Constitution"" :\xc2\xa0Shah Faesal. This is what jubilant cheer\xe2\x80\xa6 https://t.co/Mn8fbzmi3e'"
7724,-1,"b'Article 370, Federalism and the Basic Structure of the Constitution https://t.co/ZU4RRfOAHm @TheIndiaForum'"
7725,-1,b'Geeta Pandey travelled to different parts of Kashmir over two days. She didn\xe2\x80\x99t find anyone celebrating the scrappin\xe2\x80\xa6 https://t.co/1rlL2uCqYk'
7726,-1,"b""Article 370 and Kashmir is India's internal issue... Isn't Pakistan proving to the world that it has vested negativ\xe2\x80\xa6 https://t.co/3zCQtaxzaO"""
7727,-1,"b""@AmberRShamsi Article 370 and Kashmir is India's internal issue... Isn't Pakistan proving to the world that it has\xe2\x80\xa6 https://t.co/QgmZgyFKJx"""
7728,1,b'@RenukaJain6 Ur right ..for a man on the street who is in trouble article 370 is surely unimportant but for million\xe2\x80\xa6 https://t.co/4L51DAMYfj'
7729,0,"b'Superb writing @MalikAshok. ""Political class having sold themselves so often to so many bidders were in no position\xe2\x80\xa6 https://t.co/ExvFPD0FwQ'"
7730,1,"b'@ShashiTharoor Congress still clueless what to say on article 370?\n\nFirstly, they opposed to scrap this inhumane la\xe2\x80\xa6 https://t.co/yJ4uA4xDQR'"
7731,-1,"b'\xe2\x80\x9cMy point of view, as a Pakistani, on revocation of article 370 about Kas... \xe2\x80\x9c https://t.co/7g8hdQ2sBx via @YouTube'"
7732,0,b'@TOIIndiaNews Two old guards GNA and PC over ruled dissent on the issue of abrogation of Article 370. It is a joke\xe2\x80\xa6 https://t.co/XeLhd3xQR9'
7733,-1,b'@shhitsish @ShashiTharoor It is now occupied territory as the instrument of accession was on conditions put in arti\xe2\x80\xa6 https://t.co/g7DWSWeOAr'
7734,0,b'Article 370 Deterred Development In J&amp;K? Statistics Prove State To Be Better Than Many Others https://t.co/45Y9THiVYv'
7735,1,b'@ARanganathan72 @RatanSharda55 Thank you for sharing this - equally shocked to learn this details. Agree any one wh\xe2\x80\xa6 https://t.co/ivk2k1bqB6'
7736,0,"b'80 lakh imprisoned in their own land, being subjected to the worst kind of oppression. And people are dancing in st\xe2\x80\xa6 https://t.co/SirVAw1zB7'"
7737,0,b'The striking similarities between Babri Masjid demolition and Article 370 abrogation | The Indian Express https://t.co/ZubNLmDEhX'
7738,1,b'@priyankac19 Chandrababu Naidu and other opposition parties are meeting to prepare a list like..1...2...3...4. Use\xe2\x80\xa6 https://t.co/FNRFm69Xft'
7739,0,"b'@FarOutAkhtar Clear your stand, Is there any Hindu Taliban exists in India??? Was there any Islamic terrorism in In\xe2\x80\xa6 https://t.co/ViUJU5QGYE'"
7740,-1,b'@narendramodi @KarunaGopal1 @SwamiGeetika @BJP4India @RahulGandhi @HMOIndia @SushmaSwaraj @Swamy39  Today we have p\xe2\x80\xa6 https://t.co/vGk0RI6JOV'
7741,-1,"b""@drmahendran_r There is no doubt your Nammavaris has invador's mentalitywhen he discovered hindu was named by forie\xe2\x80\xa6 https://t.co/uBXknKgvdj"""
7742,0,"b'Excellent example of wit and repartee. \nMaleeha Lodhi,Pakistani diplomat, stated at UN India is the mother of terro\xe2\x80\xa6 https://t.co/ZQKeN54QgD'"
7743,0,b'@WIONews This listing comes at a great cost. The cost out-weighs the benefits by a large margin. Getting Pakistan b\xe2\x80\xa6 https://t.co/NzciebOc5b'
7744,1,b'#IndiasMostWanted Baap of All Political/Serious Terrorism  based Movie coming next week. \nNo religion teaches bad a\xe2\x80\xa6 https://t.co/y9KfvN23EO'
7745,-1,b'@ikamalhaasan YOU COUNT TERRORIST IN YOUR ISLAM RELIGION. DONT COUNTER WITH HINDU RELIGION TO DEFEND ISLAMIC JIHAD'
7746,0,"b""@TechnoidT @manipatel005 @Rancy_15 And upa uses minority. Have you taken a special look at pm modi's Muslim fan who\xe2\x80\xa6 https://t.co/P6LicnjYvN"""
7747,0,b'@sagarikaghose @narendramodi I hope you read this 2017 gatesnotes article....our prime minister is doing good job https://t.co/kBSxFHvy7T'
7748,-1,b'@bhupendrachaube There was war in EC during UPA rule. CEC had recommended removal of one EC who later on become CEC\xe2\x80\xa6 https://t.co/2D6xxB8CKM'
7749,1,b'@priyankac19 Chandrababu Naidu and other opposition parties are meeting to prepare a list like..1...2...3...4. Use\xe2\x80\xa6 https://t.co/FNRFm69Xft'
7750,0,b'@prakashag @udaykotak You also suffering from Kotak service? Even after sending tweets to top mgmt. all I got was a\xe2\x80\xa6 https://t.co/V0q9EimF2W'
7751,1,b'@JagrutiVerma @AllIndiaBakchod I hear you! It always sucks that a larger percentage has to lose their jobs because\xe2\x80\xa6 https://t.co/4KJyOH9wMG'
7752,1,"b""Not sure how to feel about this. It's commendable that there was strict action leading to entire operation shutting\xe2\x80\xa6 https://t.co/qJXTBDwopl"""
7753,1,"b'About the Game of Thrones petition, have you ever stayed till the end watched the credits? They literally go so fas\xe2\x80\xa6 https://t.co/4gJTFDkO5U'"
7754,0,"b""Honestly about the game of thrones ending, we all knew it won't be a happy ending, from the beginning when we start\xe2\x80\xa6 https://t.co/HUEsU4oxmV"""
7755,0,"b""This 'Game of Thrones' meme is brilliant and should be studied in any film class https://t.co/BjdyMD3rQx https://t.co/JcprVsfVgy"""
7756,1,"b""Of course the game of thrones finale upset some people. It can't please everyone - it's not breaking bad"""
7757,1,"b""'Game of Thrones' fans AOC and Elizabeth Warren did not like the finale https://t.co/NvnOcK5xMF https://t.co/CkExNjyPau"""
7758,1,"b""Bronn from 'Game of Thrones' is now a cryptocurrency advisor https://t.co/D3Fo9xpiPM https://t.co/SOwDMBvGDo"""
7759,-1,b'@shahidkapoor @Advani_Kiara @imvangasandeep @itsBhushanKumar @MuradKhetani @ashwinvarde @TSeries @Cine1Studios\xe2\x80\xa6 https://t.co/K5uWBeEEM4'
7760,-1,b'@Thahzeebmohd @iFaridoon @shahidkapoor My superstar bhai jaan in my opinion You are a big fan of shahid kapoor so a\xe2\x80\xa6 https://t.co/KgigMjCEwK'
7761,-1,b'@aKm07 @dia110dia @shahidkapoor @Shahid_Online @shahidkapoorFC @ShahidCupcakes @ShanaticsWW @Shahid_Loverz\xe2\x80\xa6 https://t.co/h1naqcwjg1'
7762,-1,b'@kamina_muheeth @shahidkapoor @Advani_Kiara @imvangasandeep @TSeries @Cine1Studios @itsBhushanKumar Thank you my su\xe2\x80\xa6 https://t.co/v8OGF7mAaf'
7763,0,b'@kamina_muheeth @shahidkapoor @Advani_Kiara @imvangasandeep @TSeries @Cine1Studios @itsBhushanKumar All the best my\xe2\x80\xa6 https://t.co/IluxmfRBS4'
7764,0,b'@Iamshubbham @shahid_kapoorfa @shahidkapoor @Advani_Kiara All the best my superstar bhai jaan for kabir singh'
7765,0,b'@shahidkapoor  shahid Sir what is the length of kabir singh please tell me sir and one more thing shahid Sir you do\xe2\x80\xa6 https://t.co/ICaFRhWkuP'
7766,0,"b'@pahadichachu @oolikhnewali As he said ""Everyone who is fighting corruption, dirt, social evils is a Chowkidar"" ...\xe2\x80\xa6 https://t.co/Ov6pzRniqP'"
7767,1,"b'When it comes to Corruption, invariably the world cries foul about Corrupt Politicians / Elected representatives, G\xe2\x80\xa6 https://t.co/AYYpvPk3TX'"
7768,-1,b'@sudhir94700 @Mohamma20611294 Modi wl undo all the wrongs in which Congress let Indians wallow in n turn eventually\xe2\x80\xa6 https://t.co/CjnaHF4JW6'
7769,1,"b'Insult armed forced is a new trend in india. Corruption is everywhere, but not everyone is corrupted. Our armed for\xe2\x80\xa6 https://t.co/Fd5D6cgtqR'"
7770,-1,b'@ikamalhaasan YOU COUNT TERRORIST IN YOUR ISLAM RELIGION. DONT COUNTER WITH HINDU RELIGION TO DEFEND ISLAMIC JIHAD'
7771,-1,b'TOI  today carried a statement by the Northern Army Cdr In respect of cross border penetration &amp; strike in 2016. Wo\xe2\x80\xa6 https://t.co/egXMrTFtEb'
7772,0,"b""@AdityaRajKaul I know saarc doesn't include Vietnam but imo it would be good cause they border China don't know why\xe2\x80\xa6 https://t.co/ok3DFWYXL8"""
7773,0,"b'#NMIA navi mumbai airport\nLooking westward from Panvel bypass,.. border road, high tension cables being laid. Major\xe2\x80\xa6 https://t.co/V6tNiCnSGS'"
7774,0,b'@DrGPradhan @MamataOfficial @crpfindia @ECISVEEP All from Bharat desh or across the border given fresh Aadhar Cards?'
7775,0,"b'On 26/11, This Brave Nurse Saved 20 Pregnant Women from the Terrorists\xe2\x80\x99 Bullets! https://t.co/v2rJRlyV80'"
7776,0,"b""India Offers Sri Lanka Full Support To Fight 'Jihadi Terrorism' - NDTV News https://t.co/McgHINmh0f"""
7777,0,"b'CPM urges EC to ensure free, fair polling in West Bengal on Sunday - Times of India https://t.co/WvnmaJ9wks'"
7778,0,b'Mamata Banerjee asks EC to ensure peaceful and impartial voting in Bengal - Times of India https://t.co/JLTiQjMTl8'
7779,0,"b'Lok Sabha elections 2019: Tribal, farmer issues form main poll plank in Madhya Pradesh - Hindustan Times https://t.co/r2cNP9rDTA'"
7780,1,"b'Chandrababu Naidu holds second round of talks with Rahul Gandhi, Sharad Pawar - Times of India https://t.co/tQChpN76sT'"
7781,-1,b'Lok Sabha elections 2019: PM Modi\xe2\x80\x99s Varanasi among 13 east UP seats voting today; big test for SP-B... - Hindustan\xe2\x80\xa6 https://t.co/2aAonGHxGG'
7782,-1,b'Lok Sabha elections 2019: Anti-BJP alliance talks gather pace as D-Day closes in - Hindustan Times https://t.co/LcCpNpolfO'
7783,0,"b'Ashok Lavasa note pushes poll panel to rethink clean chit to NITI, PMO - The Indian Express https://t.co/svY1gOw9nk'"
7784,-1,b'Zarif rules out prospect of war with U.S. - The Hindu https://t.co/zZDLH8IPvu'
7785,1,"b""I won't bow down to family pressure: Dutee Chand on her same-sex relationship - Times of India https://t.co/LbRwUAwtvH"""
7786,0,"b""The long list of worries and troubles that awaits tomorrow's winner - Economic Times https://t.co/tWVuwiWBXf"""
7787,0,b'@GabbbarSingh People will avoid stocking up high currency notes at home.\nSarkari Babus will be made more accountabl\xe2\x80\xa6 https://t.co/22URALVjRk'
7788,0,b'Was Game of Thrones finale inspired by our very own Ramayana? - DailyO https://t.co/ciavHmd3fj'
7789,0,b'This Dialogue From Shahid Kapoor Starrer Kabir Singh is Now a Hilarious Meme - News18 https://t.co/TAfO3AE9yx'
7790,0,b'PSLV-C 46 will focus on movements of terrorists near border areas: ISRO chief K Sivan - Zee News https://t.co/ylRpzVxJZz'
7791,-1,"b'After hectic #PressConference yesterday\xf0\x9f\x98\xaa,\nWorld-renowned Actor #NarendraModi Modi attends \nCannes Film Festival in\xe2\x80\xa6 https://t.co/66BYBHUgZx'"
7792,1,"b""@AhmAsmiYodha @sangeetasingh77 Don't be shy, Muslims gave us JIHAD. They showed us and told us how to eliminate the\xe2\x80\xa6 https://t.co/zkqMIXXRKo"""
7793,-1,"b'@TSeries &amp; @EllipsisEntt to produce ""NAVY DAY"" celebrating the BIGGEST NAVAL OPERATION by the Indian Navy to bomb t\xe2\x80\xa6 https://t.co/BJdB3x0cHb'"
7794,1,"b'The conversation between Jon snow &amp; Tyrion had a subtle shot at jihad I believe... Something with "" paradise "" not\xe2\x80\xa6 https://t.co/pqZ1aYT8z7'"
7795,0,"b""Our dear Taehyungie! Baby don't worry \xf0\x9f\x98\xad your the most beautiful and talented man to grace this planet. Army loves y\xe2\x80\xa6 https://t.co/0p6pln74gx"""
7796,1,"b'Venezuela\xe2\x80\x99s Collapse Is the Worst Outside of War in Decades, Economists Say https://t.co/WRqbocqUtI'"
7797,0,b'@RahulGandhi Yes its crucial ... Once A Popular Grand Old Party Now A Pathetic Party ... Congress ... An Advice\xe2\x80\xa6 https://t.co/mBfCbf0dWq'
7798,-1,b'@ARYNEWSOFFICIAL The ADR reports which they had Quoted..says\n\n40% BJP\n39% Congress..\n\n&amp;\n\n*58% Communists!*\n\nbut jus\xe2\x80\xa6 https://t.co/2AyozZoezT'
7799,1,"b""A political nightcap before tomorrow's heavy day of politics: some takeaways from my travel around the country. Spe\xe2\x80\xa6 https://t.co/GOxCimES6c"""
7800,-1,b'This is getting closer and closer god bless all\n#LokSabhaElections2019 \n#earthquake \n#terrorism \n#astrology https://t.co/rxe0sZ46nh'
7801,-1,"b'@TodaysChanakya  waiting for yours poll, only trusted predictor of elections.'"
7802,1,b'Unverified reports indicate Jyotiraditya Scindia alongwith his 20-30 odd MLAs likely to join BJP on the pretext of\xe2\x80\xa6 https://t.co/djlW4Or6Wz'
7803,-1,b'Jammu celebrates scrapping of Article 370 despite restrictions  https://t.co/Zwhzn0S2jq'
7804,-1,b'Celebrations in Jammu continue over revocation of Article 370 - Mail Today News https://t.co/31Cb6FONcI'
7805,-1,b'@trehan_barkha Not just money laundering they should be charged for spreading misinformation about abolishing of Ar\xe2\x80\xa6 https://t.co/3Jogznt8ku'
7806,0,b'@ndtv Stop biased reporting and kick out this Sreenivasan or whoever. He clearly has a bias against India. If he ha\xe2\x80\xa6 https://t.co/rS9VXP7oNv'
7807,-1,"b'@TOIIndiaNews Yes, Kashmir issue will be relsolved according to Shimla agreement, but article 370 is NOT Kashmir is\xe2\x80\xa6 https://t.co/NTFP6H8ON5'"
7808,-1,"b""@ShekharGupta This is a war between 'shubh-chintak' &amp; 'ashubh-chintak' !\nSome people, in the grab of well wishers o\xe2\x80\xa6 https://t.co/TjRbuIik98"""
7809,-1,b'@sneheshphilip This guy is saying the truth! Pakistan has nothing to offer to the civilised world except narcotics\xe2\x80\xa6 https://t.co/RYnHRl7gTX'
7810,-1,b'68% Indians feel job market has improved in 5 years: Survey\nhttps://t.co/wSn4qSAc2f\n\nvia NaMo App https://t.co/QxAgWyRSGR'
7811,0,b'Hirings up 16% as IT industry continues to recruit; Bengaluru has most jobs on offer\nhttps://t.co/HjaILy04c1\n\nvia N\xe2\x80\xa6 https://t.co/QZS2BJW4nj'
7812,-1,b'@rahulkanwal @AxisMyIndia @BJP4India @narendramodi @PMOIndia @IndiaToday u r doing every thing to prove ur daddy ab\xe2\x80\xa6 https://t.co/74xnpkxfLB'
7813,0,"b'This Hot Mezze platter at Mabruk \xe2\x9d\xa4\xef\xb8\x8f curated by \xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\x8d\xb3 Chef Jihad, all the way from Lebanon made my evening including t\xe2\x80\xa6 https://t.co/FJLx6Z9tA2'"
7814,0,b'@rahulroushan We need more such war in media both must expose each other so that they become objective'
7815,-1,"b""@mayank29gupta It's a war need to counter in same way. It's an international narative settings."""
7816,-1,b'@ShekharGupta @ReginaDulanjali Even in Tamil Nadu  kerela a ticking bomb . Cpm and Cong govt allowed it to happen.\xe2\x80\xa6 https://t.co/mTHtJkNjLj'
7817,-1,b'@kamleshksingh Remove Nepotism corruption dynasty politics making money at the cost of people they behave like feud\xe2\x80\xa6 https://t.co/IbVQ4xKRHt'
7818,-1,"b""@sardesairajdeep @TheWorldCitizen @_YogendraYadav What's the difference betwn this language and Modi's Congress Muk\xe2\x80\xa6 https://t.co/GIfvm2GLTI"""
7819,0,"b""@iKamranShahid Oye bhadwe y don't u mind ur own religion tum log jab bhi muh kholte ho tatti nikalte ho, if u don't\xe2\x80\xa6 https://t.co/b5A6pRgNpC"""
7820,1,b'@tehseenp Nehru was worst PM corruption in free India started with him(Jeep import scam)he misused Constitution of\xe2\x80\xa6 https://t.co/tI2mo9RbEN'
7821,1,"b'@Aafrin7866 Its other way around, Congress wants to be in power by hook or crook bcz Modi is going to jail the pari\xe2\x80\xa6 https://t.co/kXb4wDnfn0'"
7822,1,b'@JhaSanjay India has become poor.. In the past five years.. No jobs for the young.. Where we find time to think of\xe2\x80\xa6 https://t.co/uIcsIIoqpC'
7823,-1,"b'@RahulEaswar @Sanjay_Dixit NG killing MKG was crime, he knew &amp; was hanged.\nMKG should be tried in court for 55+ rea\xe2\x80\xa6 https://t.co/fOzPNBf8lK'"
7824,-1,"b'@vibhor_anand Corruption &amp; bribery, to the peon level in Govt'"
7825,0,b'For what reasons NDTV Loves so much to Paki and spreading hatred against India....Where as everyone praise for\xe2\x80\xa6 https://t.co/pjFO79T4TL'
7826,1,"b'@rishibagree @priyankagandhi Yes, the govt of India is unnecessarily spending so much on defence. It should promote\xe2\x80\xa6 https://t.co/xNNssFyPel'"
7827,0,"b""The long list of worries and troubles that awaits tomorrow's winner - The Economic Times https://t.co/jUC6jzhdXe via @economictimes"""
7828,1,"b""Ordinary Indian's appeal: Please allow this sanyasi renounce this world. It would be a sin to burden him with world\xe2\x80\xa6 https://t.co/arXJ39dghB"""
7829,0,b'Literally when tseries gained more subscribers he suddenly decided to promote him being an Army??!? Like BTS unfollowed him for a reason ffs'
7830,0,"b'Holi celebrations at BPCL RO M/s Roy &amp; Cousin in Malbazar, Siliguri territory and Holi with customers, mainly Army\xe2\x80\xa6 https://t.co/FC10YBSgkF'"
7831,0,b'@atahasnain53 Immense respect sir . Everybody can learn so much from you ; precise ; courteous yet vocal to press u\xe2\x80\xa6 https://t.co/1rXHmS0r02'
7832,0,"b'@NakuulMehta @jiteshpillaai @eyehinakhan That jitesh is jerk. Bt ur actors coming up with I work hard ""twice"" Lol h\xe2\x80\xa6 https://t.co/AwrKQKWzla'"
7833,0,b'Ss of @oismumbai working towards eradicating hunger as a part of their exhibition #PYPX #action #ZeroHunger #SDG2 -\xe2\x80\xa6 https://t.co/rZKnzk5gwW'
7834,1,b'@SajeelAhmed14 @MIH514 @sadafzaidi_0 @ashoswai Madrasa logic strikes again\nShowing random articles and chest thumpi\xe2\x80\xa6 https://t.co/Cp1NIjx8lN'
7835,1,b'@KarenPierceUN @UKUN_NewYork Why would the Syrian Army destroy health facilities? Is it that the terrorists are usi\xe2\x80\xa6 https://t.co/JO8WjZijCq'
7836,-1,b'@ARMYGLOBAL_twt @BTS_twt Congratulations @BTS_twt for your #BoyWithLuv13thWin ....BTS paved the way\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x98\xad\xf0\x9f\x98\xad ARMY heart\xe2\x80\xa6 https://t.co/KFvNSsTtpN'
7837,-1,"b""Why does Mikrokosmos make me cry\xf0\x9f\x98\xad\xf0\x9f\x98\xad... It's so power it gives you enormous positivity, pats on your back saying ever\xe2\x80\xa6 https://t.co/mVi35eqm82"""
7838,-1,"b'Watching #Petta and this man, @rajinikanth is a legend. What swag, attitude , personality and charm. Even at 68, he\xe2\x80\xa6 https://t.co/62bbpUerSx'"
7839,0,b'Withdrawal of the #AFSPA will surely create a new perception of the prevailing security situation in #Assam as the\xe2\x80\xa6 https://t.co/elb80rdysR'
7840,-1,b'Army commander visits forward areas in Arunachal Pradesh\nhttps://t.co/1Q1iKGARlA https://t.co/d2vfEqmLCj'
7841,-1,"b'Bhim Army chief says atrocities on dalits on rise Gujarat, warns of agitation\nhttps://t.co/NDfdrKbxCz https://t.co/GVNCN5CgaS'"
7842,-1,b'Army commander visits forward areas in Arunachal Pradesh\nhttps://t.co/1Q1iKGARlA https://t.co/d2vfEqmLCj'
7843,-1,"b'Bhim Army chief says atrocities on dalits on rise Gujarat, warns of agitation\nhttps://t.co/NDfdrKbxCz https://t.co/GVNCN5CgaS'"
7844,1,b'@swapan55 @vaibhav_milan Fail to understand one thing what #paramilitary forces deployed are doing are they not all\xe2\x80\xa6 https://t.co/YfLJx1acfW'
7845,0,b'Good morning/afternoon/evening/night to all my beautiful moots. I hope u guys are having a great day. \n\nTo the ARMY\xe2\x80\xa6 https://t.co/vJ1BlYqyzl'
7846,1,b'Ik we are trying hard to trend this hashtag bt can we all indian army\xe2\x80\x99s also mention the hashtag in our bio showing\xe2\x80\xa6 https://t.co/Rot1gFD7RS'
7847,-1,"b'@SachinPilot If Modi Rule, Scientists did it. If Modi Rule, the army did it. \n\nIf Indira rule, then Indira herself\xe2\x80\xa6 https://t.co/e6nZdFHPSl'"
7848,0,b'This is the best ever introduction to our KINGS @BTS_twt \n#ARMY https://t.co/XF6M49Q678'
7849,0,"b""@ravipasha @rwac48 Haha, tweeting about our PM's meditation is constructive work? That too by an Ex army person.\xf0\x9f\x91\x8d"""
7850,-1,b'@adgpi @smritiirani @SpokespersonMoD @ChinarcorpsIA @HQ_IDS_India @PIB_India @IAF_MCC @indiannavy @Whiteknight_IA Salute to our Indian Army.'
7851,-1,"b'Defining moments of these elections- \n\n@narendramodi meditating in cave, \n\nno #iftar party yet by any \xe2\x80\x98secular\xe2\x80\x99 par\xe2\x80\xa6 https://t.co/iVA09IbmVl'"
7852,0,b'@adgpi @SpokespersonMoD @ChinarcorpsIA @HQ_IDS_India @PIB_India @IAF_MCC @indiannavy @Whiteknight_IA Proud of our Army \xe2\x9d\xa4\xef\xb8\x8f'
7853,1,"b'@AbidiAsfaq @SwapnilKapadia Army is on BEAST mode. \nOther sacrifices by Armed Forces, Kashmir to be avenged soon.'"
7854,-1,b'@SajeelAhmed14 @MIH514 @sadafzaidi_0 @ashoswai Abhi fought till the last moment\nNot like your hijra army who surren\xe2\x80\xa6 https://t.co/iv6DJSIako'
7855,0,b'@SajeelAhmed14 @MIH514 @sadafzaidi_0 @ashoswai Hahaha.... 93000 hijra army surrender\nShame on you... \nKeep barking....'
7856,0,"b'@LordOfCyprus @TarekFatah This is EXACTLY what these Jihadis have been doing in Kashmir, India.They continuously pe\xe2\x80\xa6 https://t.co/7B5WV0secy'"
7857,0,b'Cmon some indian army\xe2\x80\x99s are taking the initiative let\xe2\x80\x99s not dishearten them i\xe2\x80\x99m sure we will get some or the respon\xe2\x80\xa6 https://t.co/5Rg4EcGJHL'
7858,0,b'No tears for old dogs in the Army https://t.co/6VKJ1hxqrz via @dailyo_'
7859,-1,b'Dogs &amp; Horses In The Indian Army Are Put To Sleep After They Become Unfit To Serve https://t.co/M9ibrJgXaL via @storypicker'
7860,1,b'SHOCKING: Indian Army Euthanises Its Canine Comrades On Retirement https://t.co/9yirVSKdo9'
7861,-1,b'via @speakingtree Retirement means death for Indian army trained dogs https://t.co/HjNRA2b5Ok'
7862,0,b'Indian Army Kills Loyal Dogs After Retirement And The Pictures Will Melt Your Heart @dotcomstories https://t.co/2S6BYc4yEU'
7863,-1,"b""After Retirement  Indian Army Dogs Gets Punishment Of Death, Here's The Reason Why - News Crab | DailyHunt https://t.co/TLjRiS4ZES"""
7864,-1,b'Retirement means death for army\xe2\x80\x99s canine comrades https://t.co/lZ68w5jDQG via @timesofindia'
7865,-1,b'@UmarVrk @majorgauravarya This is what happens when you study in a Madrassa \xf0\x9f\x90\xb7Porkistani\xf0\x9f\x90\xb7. Salwar pahene wala army h\xe2\x80\xa6 https://t.co/qvnYz0NEfw'
7866,-1,b'@pushkarmadhukul @ndtvfeed @ndtv i hope army could remove him'
7867,-1,b'@cafe_army @doolsetbangtan @doyou_bangtan Tell jp if u meet her to come back after taking lots of rest. I miss her'
7868,1,b'You make me get all flustered and get butterflies. Watching you cry or sad or upset makes me cry sad and upset too.\xe2\x80\xa6 https://t.co/iLtrsTrVqK'
7869,-1,"b""Yeah and the irony is that her army is the unsullied, they shouldn't breed anyway https://t.co/FtK24ss7yq"""
7870,-1,b'@strwbrriekoo @btspaved_way @btspaved_way plz help me I am that Indian army'
7871,0,b'@GiveawayArmy I really want an merch \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2 plz an BTS hoodie and army bomb'
7872,-1,b'@btspaved_way Plz follow me I am that Indian army'
7873,1,"b""@DdaengLife @BTS_twt I'm afraid of heights...Only looking at that I'm dead\xf0\x9f\x92\x80\xf0\x9f\x91\xbb...If I walk on that prepare my graveya\xe2\x80\xa6 https://t.co/6U5WwkvHNk"""
7874,0,b'@SerieTV46 Again Jhope is last but Uwuw Congratulations to Our boys. They Own Brand Reputation Rankings.. My Army Ego keeps going high'
7875,0,"b""#TaehyungYouArePerfect \n\nI can't stress this enough, you have been such a 0 force in my life. And I'm so gra\xe2\x80\xa6 https://t.co/x90fljv6yD"""
7876,0,"b""@megirish2001 @majorgauravarya ur sheer dismissal of my views is proof that d Major's supreme sacrifice was in vain\xe2\x80\xa6 https://t.co/1MLEamiLSV"""
7877,-1,"b""@SauravDatta29 @sanjayuvacha The lord's army"""
7878,-1,b'@SajeelAhmed14 @MIH514 @sadafzaidi_0 @ashoswai 93000 army who Surrendere without a fight vs Airforce pilot who foug\xe2\x80\xa6 https://t.co/SEM6efRWMD'
7879,1,"b'Awwwwww... Poor Pakistan. @ImranKhanPTI must be worried now, as his officials will be striped checked, butt naked a\xe2\x80\xa6 https://t.co/i9xaboGEW9'"
7880,-1,b'Army is doing the Swatch Bharat Abhiyaan in Kashmir by cleaning the terrorist and today they cleaned 2. Jai Hind Ke\xe2\x80\xa6 https://t.co/WKGaIgg9Hs'
7881,-1,b'@gainingmutuaIs Ifb army\xf0\x9f\x92\x9c'
7882,-1,b'@gainingmutuaIs Ifb army\xf0\x9f\x92\x9c'
7883,-1,b'@gainingmutuaIs Ifb army'
7884,-1,b'@gainingmutuaIs Ifb army'
7885,-1,b'@btsvotingteam01 Guyss plzz come back ARMY need you and BTS also'
7886,1,b'Terrorist who killed army jawan Aurangzeb eliminated with 2 Hizbul colleagues: Police - https://t.co/9e6ZEmZHdC | #HWnewsnetwork #National'
7887,1,b'Why the #SurgicalStrikes done not disclosed during the UPA.\n\n#Pappu answers : Army said if we keep it secret it is\xe2\x80\xa6 https://t.co/QO99o5u1Bh'
7888,-1,"b'The slain militants have been identified as Showkat Dar of Panzgam in #Awantipora, Irfan War of Wadoora Payeen in\xe2\x80\xa6 https://t.co/Gg0l87KlZS'"
7889,-1,"b'@madhukishwar @INCIndia Credit for freedom should go to Netaji S.C.Bose &amp; Indian Army, not to Gandhi.\n\n""What was th\xe2\x80\xa6 https://t.co/K4h3JoIx7A'"
7890,-1,"b'@madhukishwar @INCIndia Let Truth be told as is, uncorrupted!  \n\n""In his reply Attlee cited several reasons, the pr\xe2\x80\xa6 https://t.co/bohRakXP8Z'"
7891,1,"b'@madhukishwar @INCIndia Mohandas was no saint. His contribution to Ind independence was ""minimal"", so said Former B\xe2\x80\xa6 https://t.co/FoEKSldp2j'"
7892,-1,b'@rodinhood Robinhood Army'
